no	Hotel name	rating	user type	room type	nights	review
1866	فندق أبجرغراند	5	-	-	أقمت 3 ليالي	استثنائي. . الواي فاي يشغل عشر دقايق ويطفى
1872	فندق أبجرغراند	2	أسرة	غرفة قياسية مزدوجة	أقمت 3 ليالي	“ماشي الحال”. صالة الإستقبال. لاتوجد قنوات للرياضة ام بي سي
1873	فندق أبجرغراند	2	زوج	غرفة قياسية مزدوجة	أقمت ليلتين	ضعيف. الفندق نوعا ما نظيف في الطوابق المرتفعه. الفندق ما يناسب العوائل ابدا ابدا مرقص وبار ومناظر وملابس مخله بالادب الواحد يستحي يفسر اكثر انتظرنا 40 دقيقه لحد ما جهزوا الغرفه النت بطى ونحنا شخصين عطونا نت لشخص واحد صوت الديسكو داخل الغرف يوصل ولحد الفجر ما يوقفوا
1876	فندق أبجرغراند	2	مسافر منفرد	غرفة قياسية مفردة	أقمت ليلة واحدة	ضعيف. . لا تستطيع النوم من اصوت الموسيقى
1878	فندق أبجرغراند	4	-	غرفة قياسية مزدوجة	أقمت ليلة واحدة	جيد. الموقع. المصعد و الباركنات الارظيه
1879	فندق أبجرغراند	2	مسافر منفرد	غرفة قياسية مفردة	أقمت ليلة واحدة	مخيب للأمل. موقع الفندق وقربه من المطار والمارو. تاخر الطلباتالانتر نت سي جدا ومعقد
1880	فندق أبجرغراند	2	زوج	غرفة قياسية مزدوجة	أقمت 14 ليلة	مخيب للأمل. . الازعاج من النوادي الليلية
1882	فندق أبجرغراند	2	مسافر منفرد	غرفة قياسية مزدوجة	أقمت ليلة واحدة	مخيب للأمل. لاشي يذكر. الخدمة سيئة وبطيئة للغاية
1883	فندق أبجرغراند	1	-	غرفة قياسية مزدوجة	أقمت ليلة واحدة	“راحة متعه”. الموقع تعامل العاملين في الفندق. الافطار
1884	فندق أبجرغراند	4	-	غرفة قياسية مزدوجة	أقمت 5 ليالي	“فندق للراحه والترفيه”. حقيقة السعر جيدجدا ومكانه قريب من المطار والتعامل ممتاز للامانه. فصل الانترنت بعض الأوقات ولكن عند اخبارهم بالعطل بشكل سريع يتعاملون مع العطل للامانه لا يعلى عليه
1887	فندق أبجرغراند	2	زوج	غرفة قياسية مزدوجة	أقمت 7 ليالي	ضعيف. لا شيء. ازعاج  لازم اراجع معهم بالحسابات ودايم يطلع خطأ النت ما يوصل الغرف
1888	فندق أبجرغراند	2	-	غرفة قياسية مزدوجة	أقمت 5 ليالي	مخيب للأمل. . وجود بارات ومراقص وإزعاج  وريحة الفندق غير جيدة
1890	فندق أبجرغراند	2	-	غرفة قياسية مزدوجة	أقمت ليلة واحدة	“لا يستحق ٤ نجوم”. ما فيه يذكر اعجبني. رائحة الفندق كريههصوت السيارات صوت المرقص عالي الغرفه بها رائح كريههالبطانيه بها رائحه زجائر
1909	فندق أبجرغراند	2	مسافر منفرد	غرفة قياسية مفردة	أقمت ليلة واحدة	“يجب علي طاقم الاستقبال معرفة كيفية تقديم خدمة فندقية بالاصافة الي كيفية معاملة النزلاء”. سرعة إجراءات المغادرة.. الغرف غير معزولة الصوت. و بذلك لا نستطيع النوم ليلا بسبب ارتفاع أصوات الديسكو. دعم وجود وأي فأي في الفندق بصفة عامة. الساونا لا تعمل. منافس الحمامات مقطوعة و قديمة.
1911	فندق أبجرغراند	2	زوج	غرفة قياسية مفردة	أقمت ليلة واحدة	“خساااااااارة”. . اخلاق الاستقبال سيء جدا
1915	فندق أبجرغراند	1	-	غرفة قياسية مزدوجة	أقمت ليلة واحدة	“لا انصح به”. . الصور غير الواقع والازعاج .. وعدم توفر الخدمات ..
1918	فندق أبجرغراند	1	مسافر منفرد	غرفة قياسية مزدوجة	أقمت ليلتين	“Bad”. أسوء إقامة فندقية في حياتي... لم يعجبني شيء ابدا. موظفون الإستقبال في قمة السوء والفندق استغلالي جدا وﻻ يصلح لاي شيء لن اعود الى نفس الشارع الذي به الفندق
1919	فندق أبجرغراند	2	مسافر منفرد	-	أقمت ليلة واحدة	ضعيف. . ازعاااااااااااج. طاقم عمل غير بشوش. ممنوع الزياااااراة هذا تدخل في الخصواصيااااااات. القنوات مشوشه. ازعاااااااااااااج من بعد الساعة ١٠
1921	فندق أبجرغراند	2	مسافر منفرد	غرفة قياسية مزدوجة	أقمت ليلة واحدة	مخيب للأمل. الموقع قريب للمطار. النظافة ضعيفة تاخير في تسجيل الدخول تاخير في تسجيل الخروج
1922	فندق أبجرغراند	2	مسافر منفرد	غرفة قياسية مفردة	أقمت ليلتين	“ضعيف المستوى”. الموقع فقط. كثرت المراقص والاستقبال نصابيين نصيحة انتبهوا منهم
1925	فندق أبجرغراند	1	-	غرفة قياسية مزدوجة	أقمت ليلتين	“السعر مبالغ فيه والمكان غير نظيف و إزعاج من سبب الديسكوات”. لا شيء. الطاقم غير متعاون
1927	فندق أبجرغراند	4	زوج	غرفة قياسية مزدوجة	أقمت 6 ليالي	جيد جداً. علمت ان هناك نيه لرفع اسعار الغرف لذا ارجو ان تكون الزياده في المواسم فقط ومعقوله هناك فنادق 5نجوم و4في بر دبي جديده وممتازه اسعارها ربما تكون ارخص اواقرب من السعر اللي علمت انكم ستطبقونه قريبا.. عمال نظافة الغرف مزعجون وﻻيقومون بتنظيف الغرف اﻻ بحضور الضيف استجداء لﻻكراميه حتى لو تركت طلب التنظيف للغرفه مبكرا ثم ترجع آخر النهار تلقى الغرفه كما تركتها .حصلت هذه الحاله معي ومع غيري عدة مرات .صفه ﻻنرضاها لفندقكم وفيما عدى ذلك فان الفندق جيد وموقعه مناسب واﻻستقبال ممتاز
1931	فندق أبجرغراند	2	مسافر منفرد	غرفة قياسية مزدوجة	أقمت ليلة واحدة	مخيب للأمل. . توجد حشرات داخل الحمام
1935	فندق أبجرغراند	1	-	غرفة قياسية مزدوجة	أقمت ليلتين	ضعيف جداً. لا شي. لا شي
1936	فندق أبجرغراند	1	-	غرفة قياسية مزدوجة	أقمت ليلة واحدة	ضعيف جداً. ولا شي خدمة ونظافة تعيسة حتي. كل شي حتي تعامل
1937	فندق أبجرغراند	2	زوج	غرفة قياسية مزدوجة	أقمت 7 ليالي	مخيب للأمل. . لا يوجد واي فاي مجانيتنظيف الغرف يكون في اوقات متاخره جدا وليس كباقي الفنادق في الصباح الباكر
1938	فندق أبجرغراند	5	-	غرفة قياسية مزدوجة	أقمت ليلتين	استثنائي. كل شي لا حجره الملابس. كبت الاملابس
1939	فندق أبجرغراند	2	أسرة	غرفة قياسية مزدوجة	أقمت ليلة واحدة	“الفندق لا ينفع لشخص مع عائلته”. . الفندق يوجد فيه ملهى ليلي مع العلم عدم ذكر ذالك في موقع بوكينك لذالك لا ينفع التفدق لشخص مع عائلته هذا الشي فاجئني
1940	فندق أبجرغراند	2	مسافر منفرد	غرفة قياسية مزدوجة	أقمت 3 ليالي	ضعيف. لاشي. كل ماذكر
1942	فندق أبجرغراند	4	مسافر منفرد	-	أقمت ليلتين	“فندق جيد”. أعجبني التعامل الراقي جدا من الأخ السوري اللذي يعمل في الاستقبال كان بشوش وذو اخلاق عاليه جدا عند وصولي لم اجد حجزا باسمي وانا حاجز عن طريق شركه غير بوكنق وضعتني في موقف محرج جدا وقام الأخ السوري جزاه الله كل خير بتوفير النت لي وتمكنت من الحجز في الفندق عن طريق بوكنق وحاولت التمديد ولم اجد امكانيه فحجزت فندق اخر عن طريق بوكنق وعند خروجي قابلت الأخ السوري مره اخرى وابلغني انه يمكنه ان يعمل لي تمديد لكنني أبلغته بأنني حجزت فندق ثاني بمبلغ غير مسترد وأكرر شكري له. لم يعجبني عدم توفر التكاسي امام الفندق يطول بك الوقوف الى ان تجد تاكسي
1946	فندق أبجرغراند	5	-	غرفة قياسية مزدوجة	أقمت ليلتين	استثنائي. كل شي عندكم روعه حتي شباب الاستقبال كلهم. 
